Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,Repository
com.novadox.bigdata.common.model,Constants,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: PERSON_HAWQ_TO_GEMFIRE_QUEUE; PERSON_REGION,abtin_bigdata
com.novadox.bigdata.common.model,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PERSON_HAWQ_TO_GEMFIRE_QUEUE; PERSON_REGION,,abtin_bigdata
com.novadox.bigdata.gemfire.function,PersonFunction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.gemfire.service,RabbitReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.rabbit.sender,AppConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.rabbit.sender,SenderApp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.gemfire.rabbit.client,ClientConfig,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,abtin_bigdata
com.novadox.bigdata.gemfire.rabbit.client,ClientConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.gemfire.rabbit.client,RabbitGemfireClientRunner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.gemfire.rabbit.client,RabbitGemfireClientRunner.RabbitReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: api; isRunning; consumer,abtin_bigdata
com.novadox.bigdata.gemfire.rabbit.client,RabbitGemfireClientRunner.RabbitReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
com.novadox.bigdata.rabbit.receiver,ReceiverApp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,abtin_bigdata
acl9es_GhostHunter,acl9es.ghosthunter.cs2110.virginia.edu.ghosthunter,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),acl9es_GhostHunter
acl9es_GhostHunter,acl9es.ghosthunter.cs2110.virginia.edu.ghosthunter,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),acl9es_GhostHunter
AlexAbraham1_YUClubs,main.java.core,Server,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,DBC,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,FreeMarkerTemplateEngine,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,JSONParser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,JSONParser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gson,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,JSONTemplateEngine,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,PasswordHash,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PBKDF2_ALGORITHM; SALT_BYTE_SIZE; HASH_BYTE_SIZE; PBKDF2_ITERATIONS; ITERATION_INDEX; SALT_INDEX; PBKDF2_INDEX,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,RSS,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,RSS,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; description; link,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models,SecureString,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models.db_objects,President,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: User; President,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models.db_objects.join_tables,EventClub,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EVENT_ID_FIELD_NAME; CLUB_ID_FIELD_NAME; id; modified_at; event; club,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.models.db_objects.join_tables,UserClub,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: USER_ID_FIELD_NAME; CLUB_ID_FIELD_NAME; id; modified_at; user; club,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,CreateClubGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,CreateEventGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,HomeGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,LoginGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,LogoutGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,ProfileGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.get,SignupGetRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,CreateClubPostRoute,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: handle,AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,CreateClubPostRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,LinkUserClubPostRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,LoginPostRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,PasswordChangePostRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
AlexAbraham1_YUClubs,main.java.routes.post,SignupPostRoute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),AlexAbraham1_YUClubs
alexoro_android-root-device-detector,com.alexoro.androidrootdevicedetector,RootDeviceDetector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),alexoro_android-root-device-detector
bbemis017_StudentManagement,controller,AddRecordClicked,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bbemis017_StudentManagement
bbemis017_StudentManagement,controller,Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: dataBaseManager; login; dataBaseView; tableName,bbemis017_StudentManagement
bbemis017_StudentManagement,controller,Controller,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DataBaseView; Controller; Manager; LoginView,bbemis017_StudentManagement
bbemis017_StudentManagement,controller,DeleteRecordClicked,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bbemis017_StudentManagement
bbemis017_StudentManagement,controller,LoginClicked,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bbemis017_StudentManagement
bbemis017_StudentManagement,controller,TableSwitchClicked,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bbemis017_StudentManagement
bbemis017_StudentManagement,controller,UpdateRecordClicked,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bbemis017_StudentManagement
bbemis017_StudentManagement,database,Manager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SQL_SERVER_DRIVER; URL; STUDENT; CLASS; ENROLLED_CLASSES; INNER_JOIN_QUERY; connection; control,bbemis017_StudentManagement
bbemis017_StudentManagement,database,Manager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DataBaseView; Controller; Manager; LoginView,bbemis017_StudentManagement
bbemis017_StudentManagement,view,DataBaseView,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: START_WIDTH; START_HEIGHT; control; table; panel; tableSelection; editPanel; scrollPane; studentButton; classButton; enrolledButton; addButton; updateButton; deleteButton,bbemis017_StudentManagement
bbemis017_StudentManagement,view,DataBaseView,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DataBaseView; Controller; Manager; LoginView,bbemis017_StudentManagement
bobanpaul_MySampleProject,sample,Test,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bobanpaul_MySampleProject
brotherBear_aor-java-neo,aor,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),brotherBear_aor-java-neo
btokumi15_btokumi-SecretCode,(default package),PhraseDecoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),btokumi15_btokumi-SecretCode
btokumi15_btokumi-SecretCode,(default package),PhraseScrambler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),btokumi15_btokumi-SecretCode
btokumi15_btokumi-SecretCode,(default package),SecretCode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),btokumi15_btokumi-SecretCode
bweisiger15_Tic-Tac-Toe,(default package),TicTacToe,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),bweisiger15_Tic-Tac-Toe
bweisiger15_Tic-Tac-Toe,(default package),TicTacToe,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 124,bweisiger15_Tic-Tac-Toe
catoenm_E-MERGE,(default package),GUI,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),catoenm_E-MERGE
catoenm_E-MERGE,(default package),GUI,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),catoenm_E-MERGE
catoenm_E-MERGE,(default package),ChangeXML,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),catoenm_E-MERGE
catoenm_E-MERGE,(default package),MachineDataCompare,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: main,catoenm_E-MERGE
catoenm_E-MERGE,(default package),MachineDataCompare,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),catoenm_E-MERGE
com.outjected.identity,AuthenticationStatus,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,codylerum_simple-identity
com.outjected.identity,BaseAuthenticator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,codylerum_simple-identity
com.outjected.identity,Identity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: RESPONSE_LOGIN_SUCCESS; RESPONSE_LOGIN_FAILED,,codylerum_simple-identity
com.outjected.identity,IdentityImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,codylerum_simple-identity
com.outjected.identity,RoleType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,codylerum_simple-identity
Complexible_stardog-spring,com.stardog.ext.spring,DataSourceFactoryBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,DataSourceFactoryBean,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,OptionParser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,SnarlTemplate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,CCSupplier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,EmbeddedProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,ServerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,TestDataSourceFactory,Feature Envy,The tool detected a instance of this smell because testAsk is more interested in members of the type: SnarlTemplate,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,TestDataSourceFactory,Feature Envy,The tool detected a instance of this smell because testSetSnarlConnectionReasoning is more interested in members of the type: SnarlTemplate,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,TestDataSourceFactory,Feature Envy,The tool detected a instance of this smell because testAddUriUriString is more interested in members of the type: SnarlTemplate,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,TestDataSourceFactory,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 48 public methods,Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring,EmbeddedProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring.mapper,SimpleRowMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring.mapper,SingleMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring.batch,TestBatchCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
Complexible_stardog-spring,com.stardog.ext.spring.batch,TestRowMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Complexible_stardog-spring
crazytaxi_wastebin,(default package),HelloWorld,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),crazytaxi_wastebin
logging,TimeString.Types,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,CXgamer_MC-ticker
logging,TimeString.Types,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,CXgamer_MC-ticker
